month,day,hour,doy,neutron_fluxAVE,neutron_fluxSTD,neutron_fluxQC
 1,11,19, 11,-9999,9999,3
 1,11,20, 11,-9999,9999,3
 1,11,21, 11,-9999,9999,3
 1,11,22, 11,-9999,9999,3
 1,11,23, 11,-9999,9999,3
 1,12, 0, 12,-9999,9999,3
 1,12, 1, 12,-9999,9999,3
 1,12, 2, 12,-9999,9999,3
 1,12, 3, 12,-9999,9999,3
 1,12, 4, 12,-9999,9999,3
 1,12, 5, 12,-9999,9999,3
 1,12, 6, 12,-9999,9999,3
 1,12, 7, 12,-9999,9999,3
 1,12, 8, 12,-9999,9999,3
 1,12, 9, 12,-9999,9999,3
 1,12,10, 12,-9999,9999,3
 1,12,11, 12,-9999,9999,3
 1,12,12, 12,-9999,9999,3
 1,12,13, 12,-9999,9999,3
 1,12,14, 12,-9999,9999,3
 1,12,15, 12,-9999,9999,3
 1,12,16, 12,-9999,9999,3
 1,12,17, 12,-9999,9999,3
 1,12,18, 12,-9999,9999,3
 1,12,19, 12,-9999,9999,3
 1,12,20, 12,-9999,9999,3
 1,12,21, 12,-9999,9999,3
 1,12,22, 12,-9999,9999,3
 1,12,23, 12,-9999,9999,3
 1,13, 0, 13,-9999,9999,3
 1,13, 1, 13,-9999,9999,3
 1,13, 2, 13,-9999,9999,3
 1,13, 3, 13,-9999,9999,3
 1,13, 4, 13,-9999,9999,3
 1,13, 5, 13,-9999,9999,3
 1,13, 6, 13,-9999,9999,3
 1,13, 7, 13,-9999,9999,3
 1,13, 8, 13,-9999,9999,3
 1,13, 9, 13,-9999,9999,3
 1,13,10, 13,-9999,9999,3
 1,13,11, 13,-9999,9999,3
 1,13,12, 13,-9999,9999,3
 1,13,13, 13,-9999,9999,3
 1,13,14, 13,-9999,9999,3
 1,13,15, 13,-9999,9999,3
 1,13,16, 13,-9999,9999,3
 1,13,17, 13,-9999,9999,3
 1,13,18, 13,-9999,9999,3
 1,13,19, 13,-9999,9999,3
 1,13,20, 13,-9999,9999,3
 1,13,21, 13,-9999,9999,3
 1,13,22, 13,-9999,9999,3
 1,13,23, 13,-9999,9999,3
 1,14, 0, 14,-9999,9999,3
 1,14, 1, 14,-9999,9999,3
 1,14, 2, 14,-9999,9999,3
 1,14, 3, 14,-9999,9999,3
 1,14, 4, 14,-9999,9999,3
 1,14, 5, 14,-9999,9999,3
 1,14, 6, 14,-9999,9999,3
 1,14, 7, 14,-9999,9999,3
 1,14, 8, 14,-9999,9999,3
 1,14, 9, 14,-9999,9999,3
 1,14,10, 14,-9999,9999,3
 1,14,11, 14,-9999,9999,3
 1,14,12, 14,-9999,9999,3
 1,14,13, 14,-9999,9999,3
 1,14,14, 14,-9999,9999,3
 1,14,15, 14,-9999,9999,3
 1,14,16, 14,-9999,9999,3
 1,14,17, 14,-9999,9999,3
 1,14,18, 14,-9999,9999,3
 1,14,19, 14,-9999,9999,3
 1,14,20, 14,-9999,9999,3
 1,14,21, 14,-9999,9999,3
 1,14,22, 14,-9999,9999,3
 1,14,23, 14,-9999,9999,3
 1,15, 0, 15,-9999,9999,3
 1,15, 1, 15,-9999,9999,3
 1,15, 2, 15,-9999,9999,3
 1,15, 3, 15,-9999,9999,3
 1,15, 4, 15,-9999,9999,3
 1,15, 5, 15,-9999,9999,3
 1,15, 6, 15,-9999,9999,3
 1,15, 7, 15,-9999,9999,3
 1,15, 8, 15,-9999,9999,3
 1,15, 9, 15,-9999,9999,3
 1,15,10, 15,-9999,9999,3
 1,15,11, 15,-9999,9999,3
 1,15,12, 15,-9999,9999,3
 1,15,13, 15,-9999,9999,3
 1,15,14, 15,-9999,9999,3
 1,15,15, 15,-9999,9999,3
 1,15,16, 15,-9999,9999,3
 1,15,17, 15,-9999,9999,3
 1,15,18, 15,-9999,9999,3
 1,15,19, 15,-9999,9999,3
 1,15,20, 15,-9999,9999,3
 1,15,21, 15,-9999,9999,3
 1,15,22, 15,-9999,9999,3
 1,15,23, 15,-9999,9999,3
 1,16, 0, 16,-9999,9999,3
 1,16, 1, 16,-9999,9999,3
 1,16, 2, 16,-9999,9999,3
 1,16, 3, 16,-9999,9999,3
 1,16, 4, 16,-9999,9999,3
 1,16, 5, 16,-9999,9999,3
 1,16, 6, 16,-9999,9999,3
 1,16, 7, 16,-9999,9999,3
 1,16, 8, 16,-9999,9999,3
 1,16, 9, 16,-9999,9999,3
 1,16,10, 16,-9999,9999,3
 1,16,11, 16,-9999,9999,3
 1,16,12, 16,-9999,9999,3
 1,16,13, 16,-9999,9999,3
 1,16,14, 16,-9999,9999,3
 1,16,15, 16,-9999,9999,3
 1,16,16, 16,-9999,9999,3
 1,16,17, 16,-9999,9999,3
 1,16,18, 16,-9999,9999,3
 1,16,19, 16,-9999,9999,3
 1,16,20, 16,-9999,9999,3
 1,16,21, 16,-9999,9999,3
 1,16,22, 16,-9999,9999,3
 1,16,23, 16,-9999,9999,3
 1,17, 0, 17,-9999,9999,3
 1,17, 1, 17,-9999,9999,3
 1,17, 2, 17,-9999,9999,3
 1,17, 3, 17,-9999,9999,3
 1,17, 4, 17,-9999,9999,3
 1,17, 5, 17,-9999,9999,3
 1,17, 6, 17,-9999,9999,3
 1,17, 7, 17,-9999,9999,3
 1,17, 8, 17,-9999,9999,3
 1,17, 9, 17,-9999,9999,3
 1,17,10, 17,-9999,9999,3
 1,17,11, 17,-9999,9999,3
 1,17,12, 17,-9999,9999,3
 1,17,13, 17,-9999,9999,3
 1,17,14, 17,-9999,9999,3
 1,17,15, 17,-9999,9999,3
 1,17,16, 17,-9999,9999,3
 1,17,17, 17,-9999,9999,3
 1,17,18, 17,-9999,9999,3
 1,17,19, 17,-9999,9999,3
 1,17,20, 17,-9999,9999,3
 1,17,21, 17,-9999,9999,3
 1,17,22, 17,-9999,9999,3
 1,17,23, 17,-9999,9999,3
 1,18, 0, 18,-9999,9999,3
 1,18, 1, 18,-9999,9999,3
 1,18, 2, 18,-9999,9999,3
 1,18, 3, 18,-9999,9999,3
 1,18, 4, 18,-9999,9999,3
 1,18, 5, 18,-9999,9999,3
 1,18, 6, 18,-9999,9999,3
 1,18, 7, 18,-9999,9999,3
 1,18, 8, 18,-9999,9999,3
 1,18, 9, 18,-9999,9999,3
 1,18,10, 18,-9999,9999,3
 1,18,11, 18,-9999,9999,3
 1,18,12, 18,-9999,9999,3
 1,18,13, 18,-9999,9999,3
 1,18,14, 18,-9999,9999,3
 1,18,15, 18,-9999,9999,3
 1,18,16, 18,-9999,9999,3
 1,18,17, 18,-9999,9999,3
 1,18,18, 18,-9999,9999,3
 1,18,19, 18,-9999,9999,3
 1,18,20, 18,-9999,9999,3
 1,18,21, 18,-9999,9999,3
 1,18,22, 18,-9999,9999,3
 1,18,23, 18,-9999,9999,3
 1,19, 0, 19,-9999,9999,3
 1,19, 1, 19,-9999,9999,3
 1,19, 2, 19,-9999,9999,3
 1,19, 3, 19,-9999,9999,3
 1,19, 4, 19,-9999,9999,3
 1,19, 5, 19,-9999,9999,3
 1,19, 6, 19,-9999,9999,3
 1,19, 7, 19,-9999,9999,3
 1,19, 8, 19,-9999,9999,3
 1,19, 9, 19,-9999,9999,3
 1,19,10, 19,-9999,9999,3
 1,19,11, 19,-9999,9999,3
 1,19,12, 19,-9999,9999,3
 1,19,13, 19,-9999,9999,3
 1,19,14, 19,-9999,9999,3
 1,19,15, 19,-9999,9999,3
 1,19,16, 19,-9999,9999,3
 1,19,17, 19,-9999,9999,3
 1,19,18, 19,-9999,9999,3
 1,19,19, 19,-9999,9999,3
 1,19,20, 19,-9999,9999,3
 1,19,21, 19,-9999,9999,3
 1,19,22, 19,-9999,9999,3
 1,19,23, 19,-9999,9999,3
 1,20, 0, 20,-9999,9999,3
 1,20, 1, 20,-9999,9999,3
 1,20, 2, 20,-9999,9999,3
 1,20, 3, 20,-9999,9999,3
 1,20, 4, 20,-9999,9999,3
 1,20, 5, 20,-9999,9999,3
 1,20, 6, 20,-9999,9999,3
 1,20, 7, 20,-9999,9999,3
 1,20, 8, 20,-9999,9999,3
 1,20, 9, 20,-9999,9999,3
 1,20,10, 20,-9999,9999,3
 1,20,11, 20,-9999,9999,3
 1,20,12, 20,-9999,9999,3
 1,20,13, 20,-9999,9999,3
 1,20,14, 20,-9999,9999,3
 1,20,15, 20,-9999,9999,3
 1,20,16, 20,-9999,9999,3
 1,20,17, 20,-9999,9999,3
 1,20,18, 20,-9999,9999,3
 1,20,19, 20,-9999,9999,3
 1,20,20, 20,-9999,9999,3
 1,20,21, 20,-9999,9999,3
 1,20,22, 20,-9999,9999,3
 1,20,23, 20,-9999,9999,3
 1,21, 0, 21,-9999,9999,3
 1,21, 1, 21,-9999,9999,3
 1,21, 2, 21,-9999,9999,3
 1,21, 3, 21,-9999,9999,3
 1,21, 4, 21,-9999,9999,3
 1,21, 5, 21,-9999,9999,3
 1,21, 6, 21,-9999,9999,3
 1,21, 7, 21,-9999,9999,3
 1,21, 8, 21,-9999,9999,3
 1,21, 9, 21,-9999,9999,3
 1,21,10, 21,-9999,9999,3
 1,21,11, 21,-9999,9999,3
 1,21,12, 21,-9999,9999,3
 1,21,13, 21,-9999,9999,3
 1,21,14, 21,-9999,9999,3
 1,21,15, 21,-9999,9999,3
 1,21,16, 21,-9999,9999,3
 1,21,17, 21,-9999,9999,3
 1,21,18, 21,-9999,9999,3
 1,21,19, 21,-9999,9999,3
 1,21,20, 21,-9999,9999,3
 1,21,21, 21,-9999,9999,3
 1,21,22, 21,-9999,9999,3
 1,21,23, 21,-9999,9999,3
 1,22, 0, 22,-9999,9999,3
 1,22, 1, 22,-9999,9999,3
 1,22, 2, 22,-9999,9999,3
 1,22, 3, 22,-9999,9999,3
 1,22, 4, 22,-9999,9999,3
 1,22, 5, 22,-9999,9999,3
 1,22, 6, 22,-9999,9999,3
 1,22, 7, 22,-9999,9999,3
 1,22, 8, 22,-9999,9999,3
 1,22, 9, 22,-9999,9999,3
 1,22,10, 22,-9999,9999,3
 1,22,11, 22,-9999,9999,3
 1,22,12, 22,-9999,9999,3
 1,22,13, 22,-9999,9999,3
 1,22,14, 22,-9999,9999,3
 1,22,15, 22,-9999,9999,3
 1,22,16, 22,-9999,9999,3
 1,22,17, 22,-9999,9999,3
 1,22,18, 22,-9999,9999,3
 1,22,19, 22,-9999,9999,3
 1,22,20, 22,-9999,9999,3
 1,22,21, 22,-9999,9999,3
 1,22,22, 22,-9999,9999,3
 1,22,23, 22,-9999,9999,3
 1,23, 0, 23,-9999,9999,3
 1,23, 1, 23,-9999,9999,3
 1,23, 2, 23,-9999,9999,3
 1,23, 3, 23,-9999,9999,3
 1,23, 4, 23,-9999,9999,3
 1,23, 5, 23,-9999,9999,3
 1,23, 6, 23,-9999,9999,3
 1,23, 7, 23,-9999,9999,3
 1,23, 8, 23,-9999,9999,3
 1,23, 9, 23,-9999,9999,3
 1,23,10, 23,-9999,9999,3
 1,23,11, 23,-9999,9999,3
 1,23,12, 23,-9999,9999,3
 1,23,13, 23,-9999,9999,3
 1,23,14, 23,-9999,9999,3
 1,23,15, 23,-9999,9999,3
 1,23,16, 23,-9999,9999,3
 1,23,17, 23,-9999,9999,3
 1,23,18, 23,-9999,9999,3
 1,23,19, 23,-9999,9999,3
 1,23,20, 23,-9999,9999,3
 1,23,21, 23,-9999,9999,3
 1,23,22, 23,-9999,9999,3
 1,23,23, 23,-9999,9999,3
 1,24, 0, 24,-9999,9999,3
 1,24, 1, 24,-9999,9999,3
 1,24, 2, 24,-9999,9999,3
 1,24, 3, 24,-9999,9999,3
 1,24, 4, 24,-9999,9999,3
 1,24, 5, 24,-9999,9999,3
 1,24, 6, 24,-9999,9999,3
 1,24, 7, 24,-9999,9999,3
 1,24, 8, 24,-9999,9999,3
 1,24, 9, 24,-9999,9999,3
 1,24,10, 24,-9999,9999,3
 1,24,11, 24,-9999,9999,3
 1,24,12, 24,-9999,9999,3
 1,24,13, 24,-9999,9999,3
 1,24,14, 24,-9999,9999,3
 1,24,15, 24,-9999,9999,3
 1,24,16, 24,-9999,9999,3
 1,24,17, 24,-9999,9999,3
 1,24,18, 24,-9999,9999,3
 1,24,19, 24,-9999,9999,3
 1,24,20, 24,-9999,9999,3
 1,24,21, 24,-9999,9999,3
 1,24,22, 24,-9999,9999,3
 1,24,23, 24,-9999,9999,3
 1,25, 0, 25,-9999,9999,3
 1,25, 1, 25,-9999,9999,3
 1,25, 2, 25,-9999,9999,3
 1,25, 3, 25,-9999,9999,3
 1,25, 4, 25,-9999,9999,3
 1,25, 5, 25,-9999,9999,3
 1,25, 6, 25,-9999,9999,3
 1,25, 7, 25,-9999,9999,3
 1,25, 8, 25,-9999,9999,3
 1,25, 9, 25,-9999,9999,3
 1,25,10, 25,-9999,9999,3
 1,25,11, 25,-9999,9999,3
 1,25,12, 25,-9999,9999,3
 1,25,13, 25,-9999,9999,3
 1,25,14, 25,-9999,9999,3
 1,25,15, 25,-9999,9999,3
 1,25,16, 25,-9999,9999,3
 1,25,17, 25,-9999,9999,3
 1,25,18, 25,-9999,9999,3
 1,25,19, 25,-9999,9999,3
 1,25,20, 25,-9999,9999,3
 1,25,21, 25,-9999,9999,3
 1,25,22, 25,-9999,9999,3
 1,25,23, 25,-9999,9999,3
 1,26, 0, 26,-9999,9999,3
 1,26, 1, 26,-9999,9999,3
 1,26, 2, 26,-9999,9999,3
 1,26, 3, 26,-9999,9999,3
 1,26, 4, 26,-9999,9999,3
 1,26, 5, 26,-9999,9999,3
 1,26, 6, 26,-9999,9999,3
 1,26, 7, 26,-9999,9999,3
 1,26, 8, 26,-9999,9999,3
 1,26, 9, 26,-9999,9999,3
 1,26,10, 26,-9999,9999,3
 1,26,11, 26,-9999,9999,3
 1,26,12, 26,-9999,9999,3
 1,26,13, 26,-9999,9999,3
 1,26,14, 26,-9999,9999,3
 1,26,15, 26,-9999,9999,3
 1,26,16, 26,-9999,9999,3
 1,26,17, 26,-9999,9999,3
 1,26,18, 26,-9999,9999,3
 1,26,19, 26,-9999,9999,3
 1,26,20, 26,-9999,9999,3
 1,26,21, 26,-9999,9999,3
 1,26,22, 26,-9999,9999,3
 1,26,23, 26,-9999,9999,3
 1,27, 0, 27,-9999,9999,3
 1,27, 1, 27,-9999,9999,3
 1,27, 2, 27,-9999,9999,3
 1,27, 3, 27,-9999,9999,3
 1,27, 4, 27,-9999,9999,3
 1,27, 5, 27,-9999,9999,3
 1,27, 6, 27,-9999,9999,3
 1,27, 7, 27,-9999,9999,3
 1,27, 8, 27,-9999,9999,3
 1,27, 9, 27,-9999,9999,3
 1,27,10, 27,-9999,9999,3
 1,27,11, 27,-9999,9999,3
 1,27,12, 27,-9999,9999,3
 1,27,13, 27,-9999,9999,3
 1,27,14, 27,-9999,9999,3
 1,27,15, 27,-9999,9999,3
 1,27,16, 27,-9999,9999,3
 1,27,17, 27,-9999,9999,3
 1,27,18, 27,-9999,9999,3
 1,27,19, 27,-9999,9999,3
 1,27,20, 27,-9999,9999,3
 1,27,21, 27,-9999,9999,3
 1,27,22, 27,-9999,9999,3
 1,27,23, 27,-9999,9999,3
 1,28, 0, 28,-9999,9999,3
 1,28, 1, 28,-9999,9999,3
 1,28, 2, 28,-9999,9999,3
 1,28, 3, 28,-9999,9999,3
 1,28, 4, 28,-9999,9999,3
 1,28, 5, 28,-9999,9999,3
 1,28, 6, 28,-9999,9999,3
 1,28, 7, 28,-9999,9999,3
 1,28, 8, 28,-9999,9999,3
 1,28, 9, 28,-9999,9999,3
 1,28,10, 28,-9999,9999,3
 1,28,11, 28,-9999,9999,3
 1,28,12, 28,-9999,9999,3
 1,28,13, 28,-9999,9999,3
 1,28,14, 28,-9999,9999,3
 1,28,15, 28,-9999,9999,3
 1,28,16, 28,-9999,9999,3
 1,28,17, 28,-9999,9999,3
 1,28,18, 28,-9999,9999,3
 1,28,19, 28,-9999,9999,3
 1,28,20, 28,-9999,9999,3
 1,28,21, 28,-9999,9999,3
 1,28,22, 28,-9999,9999,3
 1,28,23, 28,-9999,9999,3
 1,29, 0, 29,-9999,9999,3
 1,29, 1, 29,-9999,9999,3
 1,29, 2, 29,-9999,9999,3
 1,29, 3, 29,-9999,9999,3
 1,29, 4, 29,-9999,9999,3
 1,29, 5, 29,-9999,9999,3
 1,29, 6, 29,-9999,9999,3
 1,29, 7, 29,-9999,9999,3
 1,29, 8, 29,-9999,9999,3
 1,29, 9, 29,-9999,9999,3
 1,29,10, 29,-9999,9999,3
 1,29,11, 29,-9999,9999,3
 1,29,12, 29,-9999,9999,3
 1,29,13, 29,-9999,9999,3
 1,29,14, 29,-9999,9999,3
 1,29,15, 29,-9999,9999,3
 1,29,16, 29,-9999,9999,3
 1,29,17, 29,-9999,9999,3
 1,29,18, 29,-9999,9999,3
 1,29,19, 29,-9999,9999,3
 1,29,20, 29,-9999,9999,3
 1,29,21, 29,-9999,9999,3
 1,29,22, 29,-9999,9999,3
 1,29,23, 29,-9999,9999,3
 1,30, 0, 30,-9999,9999,3
 1,30, 1, 30,-9999,9999,3
 1,30, 2, 30,-9999,9999,3
 1,30, 3, 30,-9999,9999,3
 1,30, 4, 30,-9999,9999,3
 1,30, 5, 30,-9999,9999,3
 1,30, 6, 30,-9999,9999,3
 1,30, 7, 30,-9999,9999,3
 1,30, 8, 30,-9999,9999,3
