month,day,hour,doy,neutron_fluxAVE,neutron_fluxSTD,neutron_fluxQC
 3,18, 0, 77,-9999,9999,3
 3,18, 1, 77,-9999,9999,3
 3,18, 2, 77,-9999,9999,3
 3,18, 3, 77,-9999,9999,3
 3,18, 4, 77,-9999,9999,3
 3,18, 5, 77,-9999,9999,3
 3,18, 6, 77,-9999,9999,3
 3,18, 7, 77,-9999,9999,3
 3,18, 8, 77,-9999,9999,3
 3,18, 9, 77,-9999,9999,3
 3,18,10, 77,-9999,9999,3
 3,18,11, 77,-9999,9999,3
 3,18,12, 77,-9999,9999,3
 3,18,13, 77,-9999,9999,3
 3,18,14, 77,-9999,9999,3
 3,18,15, 77,-9999,9999,3
 3,18,16, 77,-9999,9999,3
 3,18,17, 77,-9999,9999,3
 3,18,18, 77,-9999,9999,3
 3,18,19, 77,-9999,9999,3
 3,18,20, 77,-9999,9999,3
 3,18,21, 77,-9999,9999,3
 3,18,22, 77,-9999,9999,3
 3,18,23, 77,-9999,9999,3
 3,19, 0, 78,-9999,9999,3
 3,19, 1, 78,-9999,9999,3
 3,19, 2, 78,-9999,9999,3
 3,19, 3, 78,-9999,9999,3
 3,19, 4, 78,-9999,9999,3
 3,19, 5, 78,-9999,9999,3
 3,19, 6, 78,-9999,9999,3
 3,19, 7, 78,-9999,9999,3
 3,19, 8, 78,-9999,9999,3
 3,19, 9, 78,-9999,9999,3
 3,19,10, 78,-9999,9999,3
 3,19,11, 78,-9999,9999,3
 3,19,12, 78,-9999,9999,3
 3,19,13, 78,-9999,9999,3
 3,19,14, 78,-9999,9999,3
 3,19,15, 78,-9999,9999,3
 3,19,16, 78,-9999,9999,3
 3,19,17, 78,-9999,9999,3
 3,19,18, 78,-9999,9999,3
 3,19,19, 78,-9999,9999,3
 3,19,20, 78,-9999,9999,3
 3,19,21, 78,-9999,9999,3
 3,19,22, 78,-9999,9999,3
 3,19,23, 78,-9999,9999,3
 3,20, 0, 79,-9999,9999,3
 3,20, 1, 79,-9999,9999,3
 3,20, 2, 79,-9999,9999,3
 3,20, 3, 79,-9999,9999,3
 3,20, 4, 79,-9999,9999,3
 3,20, 5, 79,-9999,9999,3
 3,20, 6, 79,-9999,9999,3
 3,20, 7, 79,-9999,9999,3
 3,20, 8, 79,-9999,9999,3
 3,20, 9, 79,-9999,9999,3
 3,20,10, 79,-9999,9999,3
 3,20,11, 79,-9999,9999,3
 3,20,12, 79,-9999,9999,3
 3,20,13, 79,-9999,9999,3
 3,20,14, 79,-9999,9999,3
 3,20,15, 79,-9999,9999,3
 3,20,16, 79,-9999,9999,3
 3,20,17, 79,-9999,9999,3
 3,20,18, 79,-9999,9999,3
 3,20,19, 79,-9999,9999,3
 3,20,20, 79,-9999,9999,3
 3,20,21, 79,-9999,9999,3
 3,20,22, 79,-9999,9999,3
 3,20,23, 79,-9999,9999,3
 3,21, 0, 80,-9999,9999,3
 3,21, 1, 80,-9999,9999,3
 3,21, 2, 80,-9999,9999,3
 3,21, 3, 80,-9999,9999,3
 3,21, 4, 80,-9999,9999,3
 3,21, 5, 80,-9999,9999,3
 3,21, 6, 80,-9999,9999,3
 3,21, 7, 80,-9999,9999,3
 3,21, 8, 80,-9999,9999,3
 3,21, 9, 80,-9999,9999,3
 3,21,10, 80,-9999,9999,3
 3,21,11, 80,-9999,9999,3
 3,21,12, 80,-9999,9999,3
 3,21,13, 80,-9999,9999,3
 3,21,14, 80,-9999,9999,3
 3,21,15, 80,-9999,9999,3
 3,21,16, 80,-9999,9999,3
 3,21,17, 80,-9999,9999,3
 3,21,18, 80,-9999,9999,3
 3,21,19, 80,-9999,9999,3
 3,21,20, 80,-9999,9999,3
 3,21,21, 80,-9999,9999,3
 3,21,22, 80,-9999,9999,3
 3,21,23, 80,-9999,9999,3
 3,22, 0, 81,-9999,9999,3
 3,22, 1, 81,-9999,9999,3
 3,22, 2, 81,-9999,9999,3
 3,22, 3, 81,-9999,9999,3
 3,22, 4, 81,-9999,9999,3
 3,22, 5, 81,-9999,9999,3
 3,22, 6, 81,-9999,9999,3
 3,22, 7, 81,-9999,9999,3
 3,22, 8, 81,-9999,9999,3
 3,22, 9, 81,-9999,9999,3
 3,22,10, 81,-9999,9999,3
 3,22,11, 81,-9999,9999,3
 3,22,12, 81,-9999,9999,3
 3,22,13, 81,-9999,9999,3
 3,22,14, 81,-9999,9999,3
 3,22,15, 81,-9999,9999,3
 3,22,16, 81,-9999,9999,3
 3,22,17, 81,-9999,9999,3
 3,22,18, 81,-9999,9999,3
 3,22,19, 81,-9999,9999,3
 3,22,20, 81,-9999,9999,3
 3,22,21, 81,-9999,9999,3
 3,22,22, 81,-9999,9999,3
 3,22,23, 81,-9999,9999,3
 3,23, 0, 82,-9999,9999,3
 3,23, 1, 82,-9999,9999,3
 3,23, 2, 82,-9999,9999,3
 3,23, 3, 82,-9999,9999,3
 3,23, 4, 82,-9999,9999,3
 3,23, 5, 82,-9999,9999,3
 3,23, 6, 82,-9999,9999,3
 3,23, 7, 82,-9999,9999,3
 3,23, 8, 82,-9999,9999,3
 3,23, 9, 82,-9999,9999,3
 3,23,10, 82,-9999,9999,3
 3,23,11, 82,-9999,9999,3
 3,23,12, 82,-9999,9999,3
 3,23,13, 82,-9999,9999,3
 3,23,14, 82,-9999,9999,3
 3,23,15, 82,-9999,9999,3
 3,23,16, 82,-9999,9999,3
 3,23,17, 82,-9999,9999,3
 3,23,18, 82,-9999,9999,3
 3,23,19, 82,-9999,9999,3
 3,23,20, 82,-9999,9999,3
 3,23,21, 82,-9999,9999,3
 3,23,22, 82,-9999,9999,3
 3,23,23, 82,-9999,9999,3
 3,24, 0, 83,-9999,9999,3
 3,24, 1, 83,-9999,9999,3
 3,24, 2, 83,-9999,9999,3
 3,24, 3, 83,-9999,9999,3
 3,24, 4, 83,-9999,9999,3
 3,24, 5, 83,-9999,9999,3
 3,24, 6, 83,-9999,9999,3
 3,24, 7, 83,-9999,9999,3
 3,24, 8, 83,-9999,9999,3
 3,24, 9, 83,-9999,9999,3
 3,24,10, 83,-9999,9999,3
 3,24,11, 83,-9999,9999,3
 3,24,12, 83,-9999,9999,3
 3,24,13, 83,-9999,9999,3
 3,24,14, 83,-9999,9999,3
 3,24,15, 83,-9999,9999,3
 3,24,16, 83,-9999,9999,3
 3,24,17, 83,-9999,9999,3
 3,24,18, 83,-9999,9999,3
 3,24,19, 83,-9999,9999,3
 3,24,20, 83,-9999,9999,3
 3,24,21, 83,-9999,9999,3
 3,24,22, 83,-9999,9999,3
 3,24,23, 83,-9999,9999,3
 3,25, 0, 84,-9999,9999,3
 3,25, 1, 84,-9999,9999,3
 3,25, 2, 84,-9999,9999,3
 3,25, 3, 84,-9999,9999,3
 3,25, 4, 84,-9999,9999,3
 3,25, 5, 84,-9999,9999,3
 3,25, 6, 84,-9999,9999,3
 3,25, 7, 84,-9999,9999,3
 3,25, 8, 84,-9999,9999,3
 3,25, 9, 84,-9999,9999,3
 3,25,10, 84,-9999,9999,3
 3,25,11, 84,-9999,9999,3
 3,25,12, 84,-9999,9999,3
 3,25,13, 84,-9999,9999,3
 3,25,14, 84,-9999,9999,3
 3,25,15, 84,-9999,9999,3
 3,25,16, 84,-9999,9999,3
 3,25,17, 84,-9999,9999,3
 3,25,18, 84,-9999,9999,3
 3,25,19, 84,-9999,9999,3
 3,25,20, 84,-9999,9999,3
 3,25,21, 84,-9999,9999,3
 3,25,22, 84,-9999,9999,3
 3,25,23, 84,-9999,9999,3
 3,26, 0, 85,-9999,9999,3
 3,26, 1, 85,-9999,9999,3
 3,26, 2, 85,-9999,9999,3
 3,26, 3, 85,-9999,9999,3
 3,26, 4, 85,-9999,9999,3
 3,26, 5, 85,-9999,9999,3
 3,26, 6, 85,-9999,9999,3
 3,26, 7, 85,-9999,9999,3
 3,26, 8, 85,-9999,9999,3
 3,26, 9, 85,-9999,9999,3
 3,26,10, 85,-9999,9999,3
 3,26,11, 85,-9999,9999,3
 3,26,12, 85,-9999,9999,3
 3,26,13, 85,-9999,9999,3
 3,26,14, 85,-9999,9999,3
 3,26,15, 85,-9999,9999,3
 3,26,16, 85,-9999,9999,3
 3,26,17, 85,-9999,9999,3
 3,26,18, 85,-9999,9999,3
 3,26,19, 85,-9999,9999,3
 3,26,20, 85,-9999,9999,3
 3,26,21, 85,-9999,9999,3
 3,26,22, 85,-9999,9999,3
 3,26,23, 85,-9999,9999,3
 3,27, 0, 86,-9999,9999,3
 3,27, 1, 86,-9999,9999,3
 3,27, 2, 86,-9999,9999,3
 3,27, 3, 86,-9999,9999,3
 3,27, 4, 86,-9999,9999,3
 3,27, 5, 86,-9999,9999,3
 3,27, 6, 86,-9999,9999,3
 3,27, 7, 86,-9999,9999,3
 3,27, 8, 86,-9999,9999,3
 3,27, 9, 86,-9999,9999,3
 3,27,10, 86,-9999,9999,3
 3,27,11, 86,-9999,9999,3
 3,27,12, 86,-9999,9999,3
 3,27,13, 86,-9999,9999,3
 3,27,14, 86,-9999,9999,3
 3,27,15, 86,-9999,9999,3
 3,27,16, 86,-9999,9999,3
 3,27,17, 86,-9999,9999,3
 3,27,18, 86,-9999,9999,3
 3,27,19, 86,-9999,9999,3
 3,27,20, 86,-9999,9999,3
 3,27,21, 86,-9999,9999,3
 3,27,22, 86,-9999,9999,3
 3,27,23, 86,-9999,9999,3
 3,28, 0, 87,-9999,9999,3
 3,28, 1, 87,-9999,9999,3
 3,28, 2, 87,-9999,9999,3
 3,28, 3, 87,-9999,9999,3
 3,28, 4, 87,-9999,9999,3
 3,28, 5, 87,-9999,9999,3
 3,28, 6, 87,-9999,9999,3
 3,28, 7, 87,-9999,9999,3
 3,28, 8, 87,-9999,9999,3
 3,28, 9, 87,-9999,9999,3
 3,28,10, 87,-9999,9999,3
 3,28,11, 87,-9999,9999,3
 3,28,12, 87,-9999,9999,3
 3,28,13, 87,-9999,9999,3
 3,28,14, 87,-9999,9999,3
 3,28,15, 87,-9999,9999,3
 3,28,16, 87,-9999,9999,3
 3,28,17, 87,-9999,9999,3
 3,28,18, 87,-9999,9999,3
 3,28,19, 87,-9999,9999,3
 3,28,20, 87,-9999,9999,3
 3,28,21, 87,-9999,9999,3
 3,28,22, 87,-9999,9999,3
 3,28,23, 87,-9999,9999,3
 3,29, 0, 88,-9999,9999,3
 3,29, 1, 88,-9999,9999,3
 3,29, 2, 88,-9999,9999,3
 3,29, 3, 88,-9999,9999,3
 3,29, 4, 88,-9999,9999,3
 3,29, 5, 88,-9999,9999,3
 3,29, 6, 88,-9999,9999,3
 3,29, 7, 88,-9999,9999,3
 3,29, 8, 88,-9999,9999,3
 3,29, 9, 88,-9999,9999,3
 3,29,10, 88,-9999,9999,3
 3,29,11, 88,-9999,9999,3
 3,29,12, 88,-9999,9999,3
 3,29,13, 88,-9999,9999,3
 3,29,14, 88,-9999,9999,3
 3,29,15, 88,-9999,9999,3
 3,29,16, 88,-9999,9999,3
 3,29,17, 88,-9999,9999,3
 3,29,18, 88,-9999,9999,3
 3,29,19, 88,-9999,9999,3
 3,29,20, 88,-9999,9999,3
 3,29,21, 88,-9999,9999,3
 3,29,22, 88,-9999,9999,3
 3,29,23, 88,-9999,9999,3
 3,30, 0, 89,-9999,9999,3
 3,30, 1, 89,-9999,9999,3
 3,30, 2, 89,-9999,9999,3
 3,30, 3, 89,-9999,9999,3
 3,30, 4, 89,-9999,9999,3
 3,30, 5, 89,-9999,9999,3
 3,30, 6, 89,-9999,9999,3
 3,30, 7, 89,-9999,9999,3
 3,30, 8, 89,-9999,9999,3
 3,30, 9, 89,-9999,9999,3
 3,30,10, 89,-9999,9999,3
 3,30,11, 89,-9999,9999,3
 3,30,12, 89,-9999,9999,3
 3,30,13, 89,-9999,9999,3
 3,30,14, 89,-9999,9999,3
 3,30,15, 89,-9999,9999,3
 3,30,16, 89,-9999,9999,3
 3,30,17, 89,-9999,9999,3
 3,30,18, 89,-9999,9999,3
 3,30,19, 89,-9999,9999,3
 3,30,20, 89,-9999,9999,3
 3,30,21, 89,-9999,9999,3
 3,30,22, 89,-9999,9999,3
 3,30,23, 89,-9999,9999,3
 3,31, 0, 90,-9999,9999,3
 3,31, 1, 90,-9999,9999,3
 3,31, 2, 90,-9999,9999,3
 3,31, 3, 90,-9999,9999,3
 3,31, 4, 90,-9999,9999,3
 3,31, 5, 90,-9999,9999,3
 3,31, 6, 90,-9999,9999,3
 3,31, 7, 90,-9999,9999,3
 3,31, 8, 90,-9999,9999,3
 3,31, 9, 90,-9999,9999,3
 3,31,10, 90,-9999,9999,3
 3,31,11, 90,-9999,9999,3
 3,31,12, 90,-9999,9999,3
 3,31,13, 90,-9999,9999,3
 3,31,14, 90,-9999,9999,3
 3,31,15, 90,-9999,9999,3
 3,31,16, 90,-9999,9999,3
 3,31,17, 90,-9999,9999,3
 3,31,18, 90,-9999,9999,3
 3,31,19, 90,-9999,9999,3
 3,31,20, 90,-9999,9999,3
 3,31,21, 90,-9999,9999,3
 3,31,22, 90,-9999,9999,3
 3,31,23, 90,-9999,9999,3
 4, 1, 0, 91,-9999,9999,3
 4, 1, 1, 91,-9999,9999,3
 4, 1, 2, 91,-9999,9999,3
 4, 1, 3, 91,-9999,9999,3
 4, 1, 4, 91,-9999,9999,3
 4, 1, 5, 91,-9999,9999,3
 4, 1, 6, 91,-9999,9999,3
 4, 1, 7, 91,-9999,9999,3
 4, 1, 8, 91,-9999,9999,3
 4, 1, 9, 91,-9999,9999,3
 4, 1,10, 91,-9999,9999,3
 4, 1,11, 91,-9999,9999,3
 4, 1,12, 91,-9999,9999,3
 4, 1,13, 91,-9999,9999,3
 4, 1,14, 91,-9999,9999,3
 4, 1,15, 91,-9999,9999,3
 4, 1,16, 91,-9999,9999,3
 4, 1,17, 91,-9999,9999,3
 4, 1,18, 91,-9999,9999,3
 4, 1,19, 91,-9999,9999,3
 4, 1,20, 91,-9999,9999,3
 4, 1,21, 91,-9999,9999,3
 4, 1,22, 91,-9999,9999,3
 4, 1,23, 91,-9999,9999,3
 4, 2, 0, 92,-9999,9999,3
 4, 2, 1, 92,-9999,9999,3
 4, 2, 2, 92,-9999,9999,3
 4, 2, 3, 92,-9999,9999,3
 4, 2, 4, 92,-9999,9999,3
 4, 2, 5, 92,-9999,9999,3
 4, 2, 6, 92,-9999,9999,3
 4, 2, 7, 92,-9999,9999,3
 4, 2, 8, 92,-9999,9999,3
 4, 2, 9, 92,-9999,9999,3
 4, 2,10, 92,-9999,9999,3
 4, 2,11, 92,-9999,9999,3
 4, 2,12, 92,-9999,9999,3
 4, 2,13, 92,-9999,9999,3
 4, 2,14, 92,-9999,9999,3
 4, 2,15, 92,-9999,9999,3
 4, 2,16, 92,-9999,9999,3
 4, 2,17, 92,-9999,9999,3
 4, 2,18, 92,-9999,9999,3
 4, 2,19, 92,-9999,9999,3
 4, 2,20, 92,-9999,9999,3
 4, 2,21, 92,-9999,9999,3
 4, 2,22, 92,-9999,9999,3
 4, 2,23, 92,-9999,9999,3
 4, 3, 0, 93,-9999,9999,3
 4, 3, 1, 93,-9999,9999,3
 4, 3, 2, 93,-9999,9999,3
 4, 3, 3, 93,-9999,9999,3
 4, 3, 4, 93,-9999,9999,3
 4, 3, 5, 93,-9999,9999,3
 4, 3, 6, 93,-9999,9999,3
 4, 3, 7, 93,-9999,9999,3
 4, 3, 8, 93,-9999,9999,3
 4, 3, 9, 93,-9999,9999,3
 4, 3,10, 93,-9999,9999,3
 4, 3,11, 93,-9999,9999,3
 4, 3,12, 93,-9999,9999,3
 4, 3,13, 93,-9999,9999,3
 4, 3,14, 93,-9999,9999,3
 4, 3,15, 93,-9999,9999,3
 4, 3,16, 93,-9999,9999,3
 4, 3,17, 93,-9999,9999,3
 4, 3,18, 93,-9999,9999,3
 4, 3,19, 93,-9999,9999,3
 4, 3,20, 93,-9999,9999,3
 4, 3,21, 93,-9999,9999,3
 4, 3,22, 93,-9999,9999,3
 4, 3,23, 93,-9999,9999,3
 4, 4, 0, 94,-9999,9999,3
 4, 4, 1, 94,-9999,9999,3
 4, 4, 2, 94,-9999,9999,3
 4, 4, 3, 94,-9999,9999,3
 4, 4, 4, 94,-9999,9999,3
 4, 4, 5, 94,-9999,9999,3
 4, 4, 6, 94,-9999,9999,3
 4, 4, 7, 94,-9999,9999,3
 4, 4, 8, 94,-9999,9999,3
 4, 4, 9, 94,-9999,9999,3
 4, 4,10, 94,-9999,9999,3
 4, 4,11, 94,-9999,9999,3
 4, 4,12, 94,-9999,9999,3
 4, 4,13, 94,-9999,9999,3
 4, 4,14, 94,-9999,9999,3
 4, 4,15, 94,-9999,9999,3
 4, 4,16, 94,-9999,9999,3
 4, 4,17, 94,-9999,9999,3
 4, 4,18, 94,-9999,9999,3
 4, 4,19, 94,-9999,9999,3
 4, 4,20, 94,-9999,9999,3
 4, 4,21, 94,-9999,9999,3
 4, 4,22, 94,-9999,9999,3
 4, 4,23, 94,-9999,9999,3
 4, 5, 0, 95,-9999,9999,3
 4, 5, 1, 95,-9999,9999,3
 4, 5, 2, 95,-9999,9999,3
 4, 5, 3, 95,-9999,9999,3
 4, 5, 4, 95,-9999,9999,3
 4, 5, 5, 95,-9999,9999,3
 4, 5, 6, 95,-9999,9999,3
 4, 5, 7, 95,-9999,9999,3
 4, 5, 8, 95,-9999,9999,3
 4, 5, 9, 95,-9999,9999,3
 4, 5,10, 95,-9999,9999,3
 4, 5,11, 95,-9999,9999,3
 4, 5,12, 95,-9999,9999,3
 4, 5,13, 95,-9999,9999,3
 4, 5,14, 95,-9999,9999,3
 4, 5,15, 95,-9999,9999,3
 4, 5,16, 95,-9999,9999,3
 4, 5,17, 95,-9999,9999,3
 4, 5,18, 95,-9999,9999,3
 4, 5,19, 95,-9999,9999,3
 4, 5,20, 95,-9999,9999,3
 4, 5,21, 95,-9999,9999,3
 4, 5,22, 95,-9999,9999,3
 4, 5,23, 95,-9999,9999,3
 4, 6, 0, 96,-9999,9999,3
 4, 6, 1, 96,-9999,9999,3
 4, 6, 2, 96,-9999,9999,3
 4, 6, 3, 96,-9999,9999,3
 4, 6, 4, 96,-9999,9999,3
 4, 6, 5, 96,-9999,9999,3
 4, 6, 6, 96,-9999,9999,3
 4, 6, 7, 96,-9999,9999,3
 4, 6, 8, 96,-9999,9999,3
 4, 6, 9, 96,-9999,9999,3
 4, 6,10, 96,-9999,9999,3
 4, 6,11, 96,-9999,9999,3
 4, 6,12, 96,-9999,9999,3
 4, 6,13, 96,-9999,9999,3
 4, 6,14, 96,-9999,9999,3
 4, 6,15, 96,-9999,9999,3
 4, 6,16, 96,-9999,9999,3
 4, 6,17, 96,-9999,9999,3
 4, 6,18, 96,-9999,9999,3
 4, 6,19, 96,-9999,9999,3
 4, 6,20, 96,-9999,9999,3
 4, 6,21, 96,-9999,9999,3
 4, 6,22, 96,-9999,9999,3
 4, 6,23, 96,-9999,9999,3
 4, 7, 0, 97,-9999,9999,3
 4, 7, 1, 97,-9999,9999,3
 4, 7, 2, 97,-9999,9999,3
 4, 7, 3, 97,-9999,9999,3
 4, 7, 4, 97,-9999,9999,3
 4, 7, 5, 97,-9999,9999,3
 4, 7, 6, 97,-9999,9999,3
 4, 7, 7, 97,-9999,9999,3
 4, 7, 8, 97,-9999,9999,3
 4, 7, 9, 97,-9999,9999,3
 4, 7,10, 97,-9999,9999,3
 4, 7,11, 97,-9999,9999,3
 4, 7,12, 97,-9999,9999,3
 4, 7,13, 97,-9999,9999,3
 4, 7,14, 97,-9999,9999,3
 4, 7,15, 97,-9999,9999,3
 4, 7,16, 97,-9999,9999,3
 4, 7,17, 97,-9999,9999,3
 4, 7,18, 97,-9999,9999,3
 4, 7,19, 97,-9999,9999,3
 4, 7,20, 97,-9999,9999,3
 4, 7,21, 97,-9999,9999,3
 4, 7,22, 97,-9999,9999,3
 4, 7,23, 97,-9999,9999,3
 4, 8, 0, 98,-9999,9999,3
 4, 8, 1, 98,-9999,9999,3
 4, 8, 2, 98,-9999,9999,3
 4, 8, 3, 98,-9999,9999,3
 4, 8, 4, 98,-9999,9999,3
 4, 8, 5, 98,-9999,9999,3
 4, 8, 6, 98,-9999,9999,3
 4, 8, 7, 98,-9999,9999,3
 4, 8, 8, 98,-9999,9999,3
 4, 8, 9, 98,-9999,9999,3
 4, 8,10, 98,-9999,9999,3
 4, 8,11, 98,-9999,9999,3
 4, 8,12, 98,-9999,9999,3
 4, 8,13, 98,-9999,9999,3
 4, 8,14, 98,-9999,9999,3
 4, 8,15, 98,-9999,9999,3
 4, 8,16, 98,-9999,9999,3
 4, 8,17, 98,-9999,9999,3
 4, 8,18, 98,-9999,9999,3
 4, 8,19, 98,-9999,9999,3
 4, 8,20, 98,-9999,9999,3
 4, 8,21, 98,-9999,9999,3
 4, 8,22, 98,-9999,9999,3
 4, 8,23, 98,-9999,9999,3
 4, 9, 0, 99,-9999,9999,3
 4, 9, 1, 99,-9999,9999,3
 4, 9, 2, 99,-9999,9999,3
 4, 9, 3, 99,-9999,9999,3
 4, 9, 4, 99,-9999,9999,3
 4, 9, 5, 99,-9999,9999,3
 4, 9, 6, 99,-9999,9999,3
 4, 9, 7, 99,-9999,9999,3
 4, 9, 8, 99,-9999,9999,3
 4, 9, 9, 99,-9999,9999,3
 4, 9,10, 99,-9999,9999,3
 4, 9,11, 99,-9999,9999,3
 4, 9,12, 99,-9999,9999,3
 4, 9,13, 99,-9999,9999,3
 4, 9,14, 99,-9999,9999,3
 4, 9,15, 99,-9999,9999,3
 4, 9,16, 99,-9999,9999,3
 4, 9,17, 99,-9999,9999,3
 4, 9,18, 99,-9999,9999,3
 4, 9,19, 99,-9999,9999,3
 4, 9,20, 99,-9999,9999,3
 4, 9,21, 99,-9999,9999,3
 4, 9,22, 99,-9999,9999,3
 4, 9,23, 99,-9999,9999,3
 4,10, 0,100,-9999,9999,3
 4,10, 1,100,-9999,9999,3
 4,10, 2,100,-9999,9999,3
 4,10, 3,100,-9999,9999,3
 4,10, 4,100,-9999,9999,3
 4,10, 5,100,-9999,9999,3
 4,10, 6,100,-9999,9999,3
 4,10, 7,100,-9999,9999,3
 4,10, 8,100,-9999,9999,3
 4,10, 9,100,-9999,9999,3
 4,10,10,100,-9999,9999,3
 4,10,11,100,-9999,9999,3
 4,10,12,100,-9999,9999,3
 4,10,13,100,-9999,9999,3
 4,10,14,100,-9999,9999,3
 4,10,15,100,-9999,9999,3
 4,10,16,100,-9999,9999,3
 4,10,17,100,-9999,9999,3
 4,10,18,100,-9999,9999,3
 4,10,19,100,-9999,9999,3
 4,10,20,100,-9999,9999,3
 4,10,21,100,-9999,9999,3
 4,10,22,100,-9999,9999,3
 4,10,23,100,-9999,9999,3
 4,11, 0,101,-9999,9999,3
 4,11, 1,101,-9999,9999,3
 4,11, 2,101,-9999,9999,3
 4,11, 3,101,-9999,9999,3
 4,11, 4,101,-9999,9999,3
 4,11, 5,101,-9999,9999,3
 4,11, 6,101,-9999,9999,3
 4,11, 7,101,-9999,9999,3
 4,11, 8,101,-9999,9999,3
 4,11, 9,101,-9999,9999,3
 4,11,10,101,-9999,9999,3
 4,11,11,101,-9999,9999,3
 4,11,12,101,-9999,9999,3
 4,11,13,101,-9999,9999,3
 4,11,14,101,-9999,9999,3
 4,11,15,101,-9999,9999,3
 4,11,16,101,-9999,9999,3
 4,11,17,101,-9999,9999,3
 4,11,18,101,-9999,9999,3
 4,11,19,101,-9999,9999,3
 4,11,20,101,-9999,9999,3
 4,11,21,101,-9999,9999,3
 4,11,22,101,-9999,9999,3
 4,11,23,101,-9999,9999,3
 4,12, 0,102,-9999,9999,3
 4,12, 1,102,-9999,9999,3
 4,12, 2,102,-9999,9999,3
 4,12, 3,102,-9999,9999,3
 4,12, 4,102,-9999,9999,3
 4,12, 5,102,-9999,9999,3
 4,12, 6,102,-9999,9999,3
 4,12, 7,102,-9999,9999,3
 4,12, 8,102,-9999,9999,3
 4,12, 9,102,-9999,9999,3
 4,12,10,102,-9999,9999,3
 4,12,11,102,-9999,9999,3
 4,12,12,102,-9999,9999,3
 4,12,13,102,-9999,9999,3
 4,12,14,102,-9999,9999,3
 4,12,15,102,-9999,9999,3
 4,12,16,102,-9999,9999,3
 4,12,17,102,-9999,9999,3
 4,12,18,102,-9999,9999,3
 4,12,19,102,-9999,9999,3
 4,12,20,102,-9999,9999,3
 4,12,21,102,-9999,9999,3
 4,12,22,102,-9999,9999,3
 4,12,23,102,-9999,9999,3
 4,13, 0,103,-9999,9999,3
 4,13, 1,103,-9999,9999,3
 4,13, 2,103,-9999,9999,3
 4,13, 3,103,-9999,9999,3
 4,13, 4,103,-9999,9999,3
 4,13, 5,103,-9999,9999,3
 4,13, 6,103,-9999,9999,3
 4,13, 7,103,-9999,9999,3
 4,13, 8,103,-9999,9999,3
 4,13, 9,103,-9999,9999,3
 4,13,10,103,-9999,9999,3
 4,13,11,103,-9999,9999,3
 4,13,12,103,-9999,9999,3
 4,13,13,103,-9999,9999,3
 4,13,14,103,-9999,9999,3
 4,13,15,103,-9999,9999,3
 4,13,16,103,-9999,9999,3
 4,13,17,103,-9999,9999,3
 4,13,18,103,-9999,9999,3
 4,13,19,103,-9999,9999,3
 4,13,20,103,-9999,9999,3
 4,13,21,103,-9999,9999,3
 4,13,22,103,-9999,9999,3
 4,13,23,103,-9999,9999,3
 4,14, 0,104,-9999,9999,3
 4,14, 1,104,-9999,9999,3
 4,14, 2,104,-9999,9999,3
 4,14, 3,104,-9999,9999,3
 4,14, 4,104,-9999,9999,3
 4,14, 5,104,-9999,9999,3
 4,14, 6,104,-9999,9999,3
 4,14, 7,104,-9999,9999,3
 4,14, 8,104,-9999,9999,3
 4,14, 9,104,-9999,9999,3
 4,14,10,104,-9999,9999,3
 4,14,11,104,-9999,9999,3
 4,14,12,104,-9999,9999,3
 4,14,13,104,-9999,9999,3
 4,14,14,104,-9999,9999,3
 4,14,15,104,-9999,9999,3
 4,14,16,104,-9999,9999,3
 4,14,17,104,-9999,9999,3
 4,14,18,104,-9999,9999,3
 4,14,19,104,-9999,9999,3
 4,14,20,104,-9999,9999,3
 4,14,21,104,-9999,9999,3
 4,14,22,104,-9999,9999,3
 4,14,23,104,-9999,9999,3
 4,15, 0,105,-9999,9999,3
 4,15, 1,105,-9999,9999,3
 4,15, 2,105,-9999,9999,3
 4,15, 3,105,-9999,9999,3
 4,15, 4,105,-9999,9999,3
 4,15, 5,105,-9999,9999,3
 4,15, 6,105,-9999,9999,3
 4,15, 7,105,-9999,9999,3
 4,15, 8,105,-9999,9999,3
 4,15, 9,105,-9999,9999,3
 4,15,10,105,-9999,9999,3
 4,15,11,105,-9999,9999,3
 4,15,12,105,-9999,9999,3
 4,15,13,105,-9999,9999,3
 4,15,14,105,-9999,9999,3
 4,15,15,105,-9999,9999,3
 4,15,16,105,-9999,9999,3
 4,15,17,105,-9999,9999,3
 4,15,18,105,-9999,9999,3
 4,15,19,105,-9999,9999,3
 4,15,20,105,-9999,9999,3
 4,15,21,105,-9999,9999,3
 4,15,22,105,-9999,9999,3
 4,15,23,105,-9999,9999,3
 4,16, 0,106,-9999,9999,3
 4,16, 1,106,-9999,9999,3
 4,16, 2,106,-9999,9999,3
 4,16, 3,106,-9999,9999,3
 4,16, 4,106,-9999,9999,3
 4,16, 5,106,-9999,9999,3
 4,16, 6,106,-9999,9999,3
 4,16, 7,106,-9999,9999,3
 4,16, 8,106,-9999,9999,3
 4,16, 9,106,-9999,9999,3
 4,16,10,106,-9999,9999,3
 4,16,11,106,-9999,9999,3
 4,16,12,106,-9999,9999,3
 4,16,13,106,-9999,9999,3
 4,16,14,106,-9999,9999,3
 4,16,15,106,-9999,9999,3
 4,16,16,106,-9999,9999,3
 4,16,17,106,-9999,9999,3
 4,16,18,106,-9999,9999,3
 4,16,19,106,-9999,9999,3
